,Tokens,Tagged Sentence
478,"['Thomas', 'Montgomerie', 'made', 'the', 'first', 'survey', 'of', 'the', 'Karakoram', 'from', 'Mount', 'Haramukh', ',', 'some', '210', 'km', '(', '130', 'miles', ')', 'to', 'the', 'south', ',', 'and', 'sketched', 'the', 'two', 'most', 'prominent', 'peaks', ',', 'labeling', 'them', 'K1', 'and', 'K2', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
479,"['Title', ':', 'Inhabitants', 'of', 'the', 'Plains', 'of', 'Mariquita', ',', 'with', 'a', 'View', 'of', 'the', 'Nevado', 'del', 'Tolima', ',', 'Nevado', 'del', 'Ruiz', ',', 'and', 'the', 'Mesa', 'de', 'Herveo', ',', 'Province', 'of', 'Mariquita']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
480,"['Ibagué', 'Region', ':', 'The', 'Andes', 'Ibague', 'is', 'located', 'in', 'the', 'Tolima', 'department', ',', 'nearby', 'the', 'Nevado', 'del', 'Tolima', 'in', 'the', 'central', 'cordillera', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
481,"['The', 'eternal', 'snows', 'of', 'the', 'majestic', 'Nevado', 'del', 'Tolima', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O']"
482,"['Slideshow', 'of', 'the', 'day', 'in', 'the', 'Maipo', 'Valley']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
483,"['Located', 'close', 'to', 'Santiago', ',', 'the', 'Maipo', 'Valley', 'is', 'expansive', 'land', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
484,"['Extension', 'of', 'the', 'Buin', 'Maipo', 'water', 'treatment', 'plant', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
485,"['Day', '7', ':', 'Summit', 'and', 'flight', 'Illiniza', 'North']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
486,"['Most', 'who', 'travel', 'to', 'Illiniza', 'Sur', 'will', 'fly', 'into', 'Quito', 'and', 'utilize', 'public', 'transit', ',', 'a', 'rental', 'car', 'or', 'local', 'operator', 'to', 'commute', 'South', 'on', 'the', 'Panamerican', 'Highway', 'to', 'the', 'town', 'of', 'El', 'Chaupi', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
487,"['The', 'first', 'ascent', 'of', 'Illiniza', 'Sur', 'was', 'logged', 'in', 'May', 'of', '1880', 'by', 'Jean', 'and', 'Louis', 'Carel', 'of', 'Whymper', ""'s"", 'expedition', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
488,"['We', 'canyon', 'in', 'an', 'area', 'between', 'the', 'Sangay', 'and', 'Llanganates', 'National', 'Parks', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
489,"['Enjoy', 'the', 'stunning', 'variety', 'of', 'landscapes', 'and', 'ecosystems', 'of', 'the', 'Sangay', 'National', 'Park', 'on', 'this', 'fantastic', 'bike', 'ride', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
490,"['China', ',', 'dismissing', 'the', 'transfer', 'of', 'power', 'as', 'a', '``', 'trick', ',', ""''"", 'has', 'refused', 'to', 'meet', 'with', 'Sangay', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
491,"['Iztaccíhuatl', 'lies', 'to', 'the', 'north', 'of', 'Popocatépetl', ',', 'to', 'which', 'it', 'is', 'connected', 'by', 'the', 'high', 'altitude', 'Paso', 'de', 'Cortés', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
492,"['Last', 'minute', ':', 'Iztaccíhuatl', 'probably', 'did', 'not', 'have', 'any', 'volcanic', 'activity', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
493,"['You', 'can', 'observe', 'its', 'highly', 'eruptive', 'activity', 'from', 'the', 'neighbouring', 'volcano', 'Iztaccíhuatl', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
494,"['Mount', 'Lucania', '-', 'A', 'Frigid', 'First']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
495,"['The', 'giants', 'are', ':', 'Mount', 'Logan', '(', '5,959m', ',', '19,545', ""'"", ')', 'the', 'highest', 'mountain', 'in', 'Canada', 'and', 'the', 'second', 'highest', 'peak', 'on', 'the', 'continent', ';', 'Mount', 'St.', 'Elias', '(', '5,488m', ',', '18,005', ""'"", ')', ';', 'Mount', 'Lucania', '(', '5,231m', ',', '17,162', ""'"", ')', 'among', 'others', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
496,"['Mount', 'Lucania', 'is', 'the', 'third-highest', 'mountain', 'located', 'entirely', 'in', 'Canada', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
497,"['Covers', 'the', 'most', 'interesting', 'parts', 'of', 'the', 'Tian', 'Shan', 'massif', 'in', 'the', 'Kyrgyz', 'side', '-', 'near', 'the', 'towns', 'of', 'Karakol', ',', 'Ala', 'Archa', 'and', 'Inylchek', '.', 'glacier', 'area', 'and', 'the', 'most', 'popular', 'peaks', 'like', 'Lenin', 'Peak', ',', 'Khan', 'Tengri', ',', 'Pobeda', 'Peak', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
498,"['Day', '6', '.', 'Radial', 'hike', 'to', 'the', 'foot', 'of', 'Karakol', 'peak', '(', '5216m', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
499,"['In', 'Europe', ',', 'Dykh-Tau', 'is', 'a', 'considerably', 'harder', 'climb', 'than', 'Mount', 'Elbrus', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
500,"['The', 'summit', 'lies', 'in', 'the', 'central', 'part', 'of', 'the', 'Greater', 'Caucasus', 'Mountain', 'Range', ',', 'to', 'the', 'south-east', 'of', 'Mount', 'Elbrus', ',', 'Europe', ""'s"", 'highest', 'mountain', '.', 'Shkhara', 'is', 'the', 'third', 'highest', 'peak', 'in', 'the', 'Caucasus', ',', 'just', 'behind', 'Dykh-Tau', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
501,"['The', 'village', 'of', 'about', '200', 'people', 'is', 'located', 'in', 'Upper', 'Svaneti', 'region', ',', 'at', 'the', 'foot', 'of', 'Mt', '.', 'Shkhara', '(', '5068m', ')', '-', 'one', 'of', 'the', 'highest', 'summits', 'of', 'the', 'Caucasus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
502,"['Ushguli', ',', 'located', 'at', 'an', 'altitude', 'of', '2,100', 'metres', '(', '6,900', 'ft', ')', 'near', 'the', 'foot', 'of', 'Shkhara', ',', 'one', 'of', 'the', 'highest', 'summits', 'of', 'the', 'Greater', 'Caucasus', 'mountains']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
503,"['It', 'covers', 'the', 'most', 'interesting', 'parts', 'of', 'the', 'Georgian', 'Caucasus', ':', 'Area', 'of', 'Ouchba', 'and', 'Shkhara', 'in', 'Svaneti', 'Mountains', ',', 'the', 'trekking', 'route', 'from', 'Omalo', 'to', 'Shatili', 'in', 'Tusheti', 'and', 'Khevsouretia', 'and', 'the', 'most', 'popular', 'region', ',', 'that', 'of', 'Mount', 'Kazbek', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
504,"['In', 'the', 'fascinating', 'region', 'of', 'Cusco', ',', 'in', 'Pitumarca', ',', 'at', '5,200', 'metres', 'stands', 'the', 'majestic', 'Vinicunca', 'or', 'Mountain', 'of', 'Seven', 'Colours', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
505,"['Crossing', 'a', 'second', 'pass', 'to', 'approach', 'the', 'foot', 'of', 'Vinicunca', 'mount', '(', '5,050m', ')', ',', 'the', '``', 'rainbow', 'mountain', ""''"", '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
506,"['Visit', 'in', 'one', 'day', 'the', 'magnificent', 'mountain', 'of', 'Vinicunca', 'and', 'then', 'walk', 'through', 'the', 'beautiful', 'Red', 'Valley', ',', 'where', 'you', 'will', 'have', 'the', 'feeling', 'of', 'walking', 'on', 'the', 'red', 'planet', 'of', 'Mars', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
507,"['Initially', 'it', 'runs', 'east', 'before', 'turning', 'south', 'around', 'the', 'massif', 'of', 'Mount', 'Kenya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
508,"['The', 'peaks', 'of', 'Mount', 'Kenya', 'have', 'been', 'given', 'names', 'from', 'three', 'different', 'sources', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
509,"['It', 'is', 'even', 'crucial', 'around', 'Mount', 'Kenya', ',', 'where', 'many', 'rivers', 'have', 'their', 'sources', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
510,"['Kings', 'Peak', '(', 'Utah', ')', ',', 'the', 'highest', 'point', 'in', 'the', 'U.S.', 'state', 'of', 'Utah']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
511,"['The', 'mountain', 'was', 'seen', 'by', 'white', 'explorers', 'in', 'the', 'late', '18th', 'century', 'and', 'was', 'known', 'as', '``', 'Kings', 'Peak', ""''"", 'on', 'maps', 'produced', 'in', 'the', 'United', 'Kingdom', 'in', '1795', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
512,"['In', '1974', 'he', 'graduated', 'to', 'the', 'Caucasus', ',', 'where', 'in', 'this', 'and', 'the', 'following', 'year', 'he', 'climbed', 'difficult', 'routes', 'on', 'the', 'northern', 'aspects', 'of', 'Dych-tau', ',', 'Krumkol', ',', 'and', 'Koshtan-tau', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
513,"['The', 'national', 'symbol', 'of', 'the', 'Armenian', 'people', 'is', 'most', 'definitely', 'Mount', 'Ararat', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
514,"['The', 'next', 'stop', 'is', 'at', 'Mount', 'Ararat', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
515,"['You', 'certainly', 'know', 'about', 'Mount', 'Ararat', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
516,"['Together', 'with', 'Mount', 'Stanley', 'and', 'Mount', 'Speke', ',', 'it', 'forms', 'a', 'triangle', 'enclosing', 'the', 'upper', 'Bujuku', 'Valley', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
517,"['Margherita', 'Peak', 'on', 'Mount', 'Stanley', 'is', 'the', 'highest', 'point', 'in', 'the', 'range']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
518,"['The', 'highest', 'is', 'Mount', 'Stanley', ',', 'whose', 'main', 'snow', 'covered', 'peak', ',', 'Margherita', ',', '5.109m', ',', 'is', 'the', 'third', 'highest', 'in', 'Africa', ',', 'only', 'after', 'Mount', 'Kilimanjaro', 'and', 'Mount', 'Kenya', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
519,"['Mount', 'Steele', '(', 'elevation', '5071', 'm/', '16,400', ',', ')', 'in', 'the', 'northern', 'St.', 'Elias', 'Mountains', 'is', 'underlain', 'by', 'granite', 'that', 'cooled', '9', 'million', 'years', 'ago', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
520,"['Coming', 'out', 'of', 'the', 'locker', 'room', ',', 'Gent', 'showed', 'a', 'totally', 'different', 'face', 'and', 'Janga', 'headed', 'Kalu', ""'s"", 'assist', 'in', 'the', 'net', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
521,"['Her', 'farmer', 'group', 'is', 'working', 'on', 'a', 'cassava', 'demonstration', 'plot', 'in', 'Janga', 'village', 'in', 'Kibaha', ',', 'about', '70', 'kilometres', 'from', 'Dar', 'es', 'Salaam', ',', 'the', 'commercial', 'capital', 'of', 'Tanzania', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
522,"['For', 'the', 'long-serving', 'Apostles', 'Patrick', 'Leonard', 'Gambo', 'Janga', '(', '65', ')', 'and', 'Samson', 'Ogutu', '(', '64', ')', '-', 'both', 'from', 'Kenya', '-', 'as', 'well', 'as', 'Japhet', 'Runyoro', '(', '65', ')', 'from', 'Tanzania', ',', 'the', 'time', 'of', 'active', 'service', 'had', 'come', 'to', 'an', 'end', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
523,"['Mount', 'Kazbek', '&', 'Svaneti', '-', 'Home', 'Tours']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
524,"['On', 'the', 'territory', 'of', 'Georgia', 'is', 'Mount', 'Kazbek', ',', 'whose', 'height', 'is', '5033', 'meters', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
525,"['Office', 'equipment', 'in', 'Tungurahua', ',', 'Ecuador', '-']","['O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O']"
526,"['Based', 'on', 'these', 'statistics', 'and', 'the', 'rest', 'period', '(', '79', 'days', ')', 'that', 'the', 'volcano', 'is', 'going', 'through', ',', 'it', 'is', 'estimated', 'that', 'a', 'reactivation', 'of', 'Tungurahua', 'in', 'tha', 'medium', 'term', '(', 'weeks', 'or', 'months', ')', 'is', 'probable', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
527,"['According', 'to', 'the', 'Geophysical', 'Institute', ',', 'activity', 'has', 'decreased', 'on', 'Tungurahua', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
528,"['Mount', 'Carihuairazo', '(', 'also', 'Carihuayrazo', ')', 'is', 'a', 'volcanic', 'caldera', 'neighboured', 'by', 'Ecuador', ""'s"", 'highest', 'mountain', 'Chimborazo', '.']","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
529,"['On', 'this', '2-day', 'trek', 'you', 'will', 'cross', 'from', 'east', 'to', 'west', 'the', 'pass', 'between', 'two', 'snow-capped', 'volcanoes', ':', 'Chimborazo', 'and', 'Carihuairazo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'B-MOUNTAIN', 'O']"
530,"['D13', 'Very', 'friendly', 'Urbina', 'with', 'great', 'views', 'on', 'the', 'Chimborazo', 'and', 'Carilhuairazo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O']"
531,"['The', 'mountain', 'is', 'an', 'old', ',', 'eroded', 'shield', 'volcano', ',', 'the', 'second-highest', 'volcano', 'in', 'the', 'U.S.', 'behind', 'Mount', 'Bona', 'and', 'the', 'fifth-highest', 'in', 'North', 'America', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
532,"['Mount', 'Blackburn', 'is', 'the', 'highest', 'peak', 'in', 'the', 'Wrangell', 'Mountains', 'of', 'Alaska', 'in', 'the', 'United', 'States', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
533,"['Reid', 'Turner', 'Blackburn', '(', 'August', '11', ',', '1952', '-', 'May', '18', ',', '1980', ')', 'was', 'an', 'American', 'photographer', 'killed', 'in', 'the', '1980', 'volcanic', 'eruption', 'of', 'Mount', 'St.', 'Helens', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O']"
534,"['The', 'Pico', 'Bolívar', 'is', 'located', 'on', 'the', 'mountain', 'previously', 'called', 'La', 'Columna', ',', 'next', 'to', 'El', 'León', '(', '4,743', 'm', ')', 'and', 'El', 'Toro', '(', '4,695', 'm', ')', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
535,"['The', 'summit', 'was', 'surrounded', 'by', 'glaciers', ',', 'the', 'two', 'largest', 'out', 'of', 'the', 'four', 'glaciers', 'remaining', 'in', 'the', 'country', '(', 'the', 'other', 'two', 'smaller', 'glaciers', 'were', 'on', 'Pico', 'Bolívar', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']"
536,"['The', 'Pico', 'Bolívar', 'is', 'located', 'on', 'the', 'mountain', 'previously', 'called', 'La', 'Columna', ',', 'next', 'to', 'El', 'León', '(', '4,743', 'm', ')', 'and', 'El', 'Toro', '(', '4,695', 'm', ')', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
537,"['It', 'begins', 'by', 'flowing', 'almost', 'due', 'north', 'in', 'a', 'valley', 'that', 'lies', 'on', 'the', 'east', 'side', 'of', 'Mount', 'Sanford', ',', 'and', 'then', 'turns', 'west', ',', 'forming', 'the', 'northwest', 'edge', 'of', 'the', 'Wrangell', 'Mountains', 'and', 'separating', 'them', 'from', 'the', 'Mentasta', 'Mountains', 'to', 'the', 'northeast', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
538,"['Mount', 'Sanford', '(', 'left', ')', 'and', 'Mount', 'Wrangell', 'in', '1981', 'Highest', 'point']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
539,"['Sanford', 'Robinson', 'Gifford', '-', 'Morning', 'in', 'the', 'Adirondacks', 'Sanford', 'Robinson', 'Gifford', '-', 'Mount', 'Rainier', ',', 'Bay', 'of', 'Robinson', 'Gifford']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
540,"['Pico', 'Humboldt', 'is', 'Venezuela', ""'s"", 'second', 'highest', 'peak', ',', 'at', '4,940', 'metres', 'above', 'sea', 'level', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
541,"['Pico', 'Humboldt', '-', 'the', 'second', 'highest', 'peak', 'in', 'Venezuela', ',', '4.940', 'meters', 'above', 'sea', 'level', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
542,"['Pico', 'Humboldt', 'and', 'Bolívar', '(', '6', 'days', ')']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
